id;tipo_dia;penetracao_pct;potencia_pv_total_mw;potencias_pv_kw;razoes_bess_h;capacidades_bess_kwh;fator_carga_barras
294;ceu_aberto;56,72;2,107;[136.22, 279.61, 125.21, 829.28, 138.43, 598.23];[1.839, 2.971, 2.621, 2.27, 3.019, 2.247];[250.49, 830.69, 328.22, 1882.72, 417.91, 1344.31];[1.0282, 1.0395, 1.0523, 1.0056, 1.0062, 1.0641, 1.0056, 0.9636, 1.0293, 0.8943, 1.066, 1.067, 1.0599, 1.058, 0.9958, 0.9947, 0.9385, 1.0874, 0.9757, 1.017, 1.0127, 0.933, 0.9128, 1.0003, 0.9773, 0.9955, 1.0533, 1.0112, 1.0379, 1.0223, 0.9842, 0.9499]
295;nublado;63,6;2,3627;[118.3, 368.78, 405.36, 366.39, 954.85, 149.01];[1.119, 3.725, 1.481, 3.092, 3.62, 1.93];[132.37, 1373.83, 600.53, 1132.85, 3456.2, 287.66];[0.9752, 1.0488, 1.0652, 1.0572, 1.099, 0.9955, 1.0089, 1.016, 0.997, 1.0271, 0.9144, 1.0102, 0.9311, 0.9519, 1.0366, 0.99, 1.0349, 0.989, 1.0553, 0.988, 0.9023, 1.0113, 0.8916, 0.9274, 0.9559, 0.9496, 0.9727, 0.9479, 0.9297, 1.0771, 0.9661, 0.8885]
296;parcialmente_nublado;39,4;1,4637;[277.98, 34.18, 41.23, 432.74, 250.79, 426.76];[1.418, 2.197, 1.849, 1.029, 1.854, 2.139];[394.19, 75.1, 76.24, 445.31, 464.85, 912.73];[1.007, 0.9569, 0.9752, 0.9936, 1.0522, 1.0464, 0.9973, 1.0633, 0.8994, 1.0939, 1.0346, 1.0051, 0.9554, 0.9781, 1.0305, 1.0316, 1.0334, 0.9636, 0.9535, 1.0098, 1.0385, 1.0002, 1.0741, 1.0017, 1.0, 1.0335, 1.061, 0.9325, 0.9441, 0.9843, 1.1579, 0.9869]
297;ceu_aberto;47,41;1,7614;[692.74, 285.7, 123.6, 188.25, 213.37, 257.76];[2.26, 2.872, 2.887, 1.0, 3.763, 3.469];[1565.51, 820.44, 356.79, 188.31, 802.88, 894.07];[0.9949, 1.0169, 0.951, 1.0243, 0.98, 1.0187, 0.9946, 0.8975, 1.0653, 1.1035, 0.9912, 0.9551, 1.0753, 1.0945, 0.9916, 0.9891, 0.996, 0.9163, 0.9854, 1.0857, 0.9916, 0.948, 1.0248, 0.9666, 0.9967, 0.9366, 0.9482, 1.0369, 1.0058, 0.9612, 1.006, 0.9696]
298;ceu_aberto;60,04;2,2307;[52.49, 137.88, 134.25, 92.88, 1792.08, 21.09];[2.929, 1.523, 3.519, 3.743, 2.204, 3.47];[153.74, 210.03, 472.38, 347.62, 3950.53, 73.18];[0.9702, 0.9793, 0.9446, 0.9356, 0.9177, 0.9335, 1.0816, 0.9655, 0.8529, 0.9706, 0.9205, 1.003, 0.9976, 1.0028, 0.998, 0.9814, 0.9272, 0.9963, 1.0509, 1.0907, 0.9881, 0.9935, 1.025, 1.0747, 0.9757, 1.0346, 0.9589, 1.0165, 1.0485, 0.9355, 0.9737, 1.0477]
299;parcialmente_nublado;56,76;2,1088;[377.9, 0.86, 284.02, 299.08, 439.81, 707.14];[2.321, 2.028, 1.307, 2.011, 1.205, 3.408];[876.95, 1.74, 371.2, 601.3, 530.17, 2410.27];[0.9825, 1.065, 0.9729, 0.983, 1.037, 0.929, 0.958, 0.9631, 1.0028, 0.9828, 0.9843, 0.9668, 0.9465, 1.0305, 0.9831, 1.031, 0.9444, 0.9667, 0.9889, 0.9936, 1.0377, 0.9785, 1.0373, 1.0187, 0.9947, 0.9524, 1.0378, 0.9537, 0.9989, 0.9973, 0.9896, 0.9805]
300;parcialmente_nublado;91,55;3,4012;[625.37, 839.18, 177.46, 182.16, 1066.96, 510.04];[1.702, 2.572, 3.058, 1.656, 2.965, 1.126];[1064.68, 2158.78, 542.59, 301.59, 3163.24, 574.53];[1.0533, 0.9399, 0.9793, 0.9739, 1.0178, 1.0386, 0.926, 0.9997, 1.0435, 0.9073, 0.9968, 0.9392, 0.9679, 0.8747, 1.0696, 0.9822, 0.9596, 1.0164, 0.9479, 0.9431, 1.0755, 1.0904, 0.9704, 1.0534, 1.0178, 0.9293, 0.9536, 1.0776, 0.9287, 1.114, 0.9714, 1.079]
301;parcialmente_nublado;41,91;1,557;[88.12, 88.31, 55.83, 376.27, 464.52, 483.92];[2.597, 3.859, 3.642, 3.873, 2.166, 3.633];[228.86, 340.77, 203.3, 1457.26, 1006.33, 1758.24];[0.9638, 1.0595, 1.0159, 0.9658, 0.9791, 0.9632, 1.1011, 1.0002, 1.0079, 1.0361, 0.9392, 1.0548, 0.9696, 1.0915, 0.9844, 1.0519, 0.8752, 0.9412, 0.9853, 0.8985, 1.03, 1.0156, 0.9505, 0.9992, 1.0403, 0.8948, 0.9363, 0.9832, 1.0012, 0.9971, 1.0445, 1.0239]
302;ceu_aberto;70,73;2,6277;[500.2, 1016.0, 2.09, 163.55, 405.66, 540.24];[1.187, 3.042, 1.867, 1.224, 2.467, 1.474];[593.67, 3090.51, 3.9, 200.15, 1000.89, 796.56];[1.0446, 1.0438, 0.981, 1.0532, 1.0953, 0.9842, 1.0346, 0.8869, 0.9371, 1.0046, 0.9497, 1.102, 1.0299, 1.0483, 0.9985, 0.9498, 0.9741, 1.0127, 0.9681, 1.0336, 1.0356, 1.0002, 0.9087, 1.0857, 0.9894, 1.1355, 1.0326, 0.9895, 1.0224, 0.899, 1.0513, 1.1283]
303;ceu_aberto;27,37;1,0169;[72.96, 57.46, 42.34, 624.21, 160.28, 59.66];[3.487, 2.469, 3.618, 1.799, 1.671, 1.742];[254.42, 141.87, 153.22, 1123.05, 267.8, 103.91];[0.909, 1.0168, 1.0131, 1.0389, 1.0107, 1.1013, 1.0088, 1.0496, 0.9838, 0.9546, 1.0359, 0.9955, 1.0416, 1.0176, 0.9603, 1.0537, 0.9564, 1.0313, 1.0641, 0.9808, 1.0578, 1.0199, 1.0426, 0.9582, 1.0107, 0.9296, 1.0856, 0.8993, 0.9823, 0.9534, 1.0337, 1.0962]
304;parcialmente_nublado;64,13;2,3826;[217.13, 1402.6, 107.55, 242.23, 369.94, 43.16];[2.063, 3.405, 1.71, 2.48, 2.892, 3.013];[447.88, 4775.95, 183.94, 600.69, 1069.83, 130.07];[1.0326, 1.0203, 1.0776, 0.9597, 0.9543, 1.0531, 1.0497, 0.9403, 0.9734, 1.0845, 1.0206, 1.0394, 0.942, 1.0328, 0.929, 0.901, 1.0363, 1.0717, 0.9873, 0.9727, 1.0855, 0.9903, 0.9967, 1.0847, 0.9823, 0.9673, 1.0408, 0.9644, 0.9928, 0.934, 1.0093, 1.0034]
305;ceu_aberto;73,72;2,7387;[342.12, 433.7, 49.82, 262.3, 179.24, 1471.5];[1.149, 1.895, 3.826, 3.95, 3.475, 1.228];[393.05, 821.81, 190.6, 1036.23, 622.81, 1806.99];[0.8974, 1.063, 0.9975, 0.9293, 1.0241, 0.9572, 1.0281, 1.0441, 1.051, 0.992, 0.9793, 0.9687, 0.9639, 0.9991, 0.9895, 0.9587, 0.9428, 0.9946, 0.9783, 0.9429, 1.0415, 1.0886, 1.0481, 0.964, 0.9975, 1.077, 0.9413, 1.0391, 0.9276, 1.0842, 0.9785, 1.1115]
306;ceu_aberto;42,03;1,5615;[98.72, 488.59, 383.26, 262.04, 299.04, 29.86];[3.569, 3.31, 2.771, 3.756, 1.506, 3.06];[352.28, 1617.08, 1062.2, 984.18, 450.33, 91.36];[1.0082, 0.9762, 0.9385, 0.9745, 1.0135, 1.0218, 0.9366, 0.9531, 1.0362, 1.0254, 1.0444, 1.0684, 1.0269, 0.9793, 1.0057, 1.083, 1.1382, 1.0232, 1.0268, 1.0363, 1.0012, 1.0582, 1.0504, 1.0177, 0.9841, 0.924, 1.0366, 1.0106, 0.9631, 0.9435, 1.0331, 0.9199]
307;parcialmente_nublado;80,63;2,9953;[883.26, 186.08, 412.73, 876.22, 19.68, 617.3];[3.267, 1.493, 1.194, 3.508, 2.852, 1.53];[2885.97, 277.77, 492.66, 3073.87, 56.12, 944.31];[1.028, 1.0542, 0.9438, 0.9247, 1.0139, 0.9857, 1.1451, 1.0229, 1.0029, 0.9914, 0.9391, 1.0282, 0.996, 0.9961, 1.0047, 1.0111, 0.913, 1.0419, 0.9577, 0.9931, 1.0643, 1.089, 0.915, 1.0015, 1.0136, 0.9246, 1.0401, 1.0058, 1.0097, 0.9541, 1.0206, 1.0419]
308;ceu_aberto;30,7;1,1407;[82.51, 398.89, 200.71, 16.88, 94.76, 346.9];[2.32, 3.512, 2.488, 1.32, 1.444, 1.14];[191.43, 1401.02, 499.26, 22.29, 136.79, 395.48];[1.0053, 0.9959, 1.064, 1.0403, 0.9285, 1.0767, 0.8629, 1.1076, 0.9856, 0.9905, 0.997, 1.0193, 1.0, 0.9933, 1.0654, 1.0283, 0.9521, 1.037, 1.0262, 0.9727, 1.0396, 0.9921, 0.9889, 0.9876, 0.8786, 0.9737, 1.0357, 0.9989, 0.9357, 1.0482, 0.9851, 0.9389]
309;parcialmente_nublado;53,73;1,9959;[651.53, 252.65, 55.17, 91.26, 801.62, 143.72];[1.793, 3.788, 2.973, 1.343, 1.431, 1.817];[1168.23, 957.06, 164.02, 122.56, 1146.92, 261.16];[1.0736, 1.0274, 1.0322, 0.9804, 0.9907, 0.9876, 1.0169, 1.0321, 0.9985, 0.9604, 1.038, 1.0017, 0.928, 0.8932, 1.0149, 0.9585, 1.0216, 0.9612, 1.0067, 0.9811, 1.0876, 1.0475, 1.0674, 1.0012, 1.0411, 1.0046, 1.0735, 0.9964, 0.9301, 0.9001, 1.0834, 1.0239]
310;ceu_aberto;56,75;2,1084;[896.6, 336.4, 72.92, 343.35, 118.67, 340.5];[1.892, 2.797, 2.085, 3.117, 2.536, 3.758];[1696.61, 941.08, 152.0, 1070.16, 301.01, 1279.77];[1.0135, 0.9705, 1.0176, 1.0067, 0.9271, 0.9519, 0.973, 0.9623, 1.0626, 1.0004, 0.9611, 0.9755, 0.9748, 0.9856, 0.9462, 0.9593, 1.0383, 1.0093, 0.9924, 1.0001, 0.9977, 0.9895, 1.0259, 1.0222, 0.9214, 0.9934, 0.9247, 1.0318, 1.0384, 0.9695, 0.9942, 0.8944]
311;ceu_aberto;65,8;2,4444;[147.03, 4.59, 260.12, 567.57, 393.54, 1071.52];[1.417, 1.668, 2.618, 1.708, 1.104, 2.207];[208.38, 7.65, 680.94, 969.2, 434.33, 2364.7];[0.9499, 0.955, 1.0309, 1.0441, 0.9836, 0.9784, 0.9573, 1.0468, 1.0015, 1.0184, 1.0179, 0.9846, 0.9417, 0.9502, 1.0564, 0.9637, 0.9795, 0.9433, 0.9392, 0.9615, 1.0844, 1.0329, 0.9737, 1.0541, 0.9924, 1.0677, 1.1106, 1.0514, 1.0047, 1.035, 1.0008, 0.9082]
312;parcialmente_nublado;88,98;3,3054;[494.06, 730.14, 132.41, 928.36, 202.34, 818.14];[2.414, 1.804, 1.781, 2.703, 1.237, 3.79];[1192.42, 1316.85, 235.8, 2509.35, 250.31, 3100.88];[0.9557, 0.9385, 1.0393, 1.0836, 0.9895, 1.0266, 1.0253, 1.0777, 0.9674, 0.989, 0.983, 1.0038, 1.1252, 1.0015, 0.9573, 0.9423, 1.0626, 0.957, 1.0332, 0.966, 0.9367, 1.0303, 0.9685, 1.0213, 1.025, 1.0273, 0.9866, 1.0343, 0.9539, 0.8773, 1.0353, 1.0083]
313;ceu_aberto;29,48;1,0953;[335.47, 77.67, 241.9, 53.89, 368.51, 17.88];[1.496, 1.552, 1.124, 3.235, 3.943, 3.335];[501.95, 120.57, 271.9, 174.33, 1452.99, 59.64];[1.0077, 0.9499, 0.9496, 0.9821, 0.9801, 0.9497, 1.0462, 0.9833, 0.9887, 0.9336, 1.1036, 1.1214, 0.961, 1.0613, 0.9954, 1.0802, 1.0168, 1.005, 0.875, 0.9561, 1.001, 1.0099, 0.9393, 0.9636, 1.0277, 0.9308, 1.0067, 1.0619, 1.0193, 1.0168, 0.899, 0.9589]
314;ceu_aberto;43,59;1,6195;[377.93, 102.73, 333.73, 69.55, 356.43, 379.14];[2.255, 2.148, 1.736, 1.993, 2.495, 1.743];[852.31, 220.7, 579.49, 138.61, 889.3, 660.83];[1.0353, 1.0477, 0.9763, 0.9864, 1.0178, 0.9946, 1.0405, 1.0215, 0.9812, 0.9072, 1.075, 0.9657, 1.0179, 0.9042, 0.9994, 1.005, 1.0074, 1.1507, 0.9684, 1.041, 1.0262, 0.9661, 1.0403, 0.9918, 1.0438, 1.098, 1.0075, 0.9859, 1.0526, 1.0698, 0.9558, 0.9774]
315;ceu_aberto;72,76;2,7029;[1049.6, 474.14, 415.34, 515.96, 91.35, 156.51];[2.693, 2.387, 3.542, 1.081, 1.628, 3.645];[2826.97, 1131.84, 1471.3, 557.86, 148.67, 570.49];[1.0632, 0.9625, 1.0292, 1.0039, 1.023, 0.9832, 0.9518, 0.9589, 0.9608, 0.9999, 0.9222, 0.9376, 1.0068, 0.9936, 1.0095, 0.9977, 1.1259, 1.0063, 0.981, 1.0051, 1.051, 0.9975, 1.0342, 1.0198, 0.9855, 1.0055, 1.0799, 1.0122, 0.9507, 0.984, 0.8943, 1.0069]
316;parcialmente_nublado;95,62;3,5524;[259.62, 697.16, 576.88, 105.25, 185.23, 1728.29];[1.554, 3.085, 3.894, 1.359, 2.198, 1.672];[403.58, 2150.76, 2246.43, 142.98, 407.05, 2889.34];[0.9806, 0.9858, 1.0635, 1.0385, 1.0267, 1.0111, 0.9783, 0.9573, 0.9401, 0.9653, 0.9979, 0.9423, 1.0085, 0.9903, 0.9801, 1.0581, 0.877, 0.9808, 0.8824, 1.0119, 1.0381, 0.9324, 0.9388, 0.9151, 1.0032, 0.983, 0.9861, 0.9816, 0.9513, 1.0566, 1.0136, 0.9408]
317;ceu_aberto;34,49;1,2813;[93.54, 160.75, 134.26, 126.93, 41.86, 723.99];[1.089, 2.32, 3.941, 2.979, 2.066, 1.438];[101.89, 372.93, 529.12, 378.16, 86.5, 1041.31];[1.0374, 1.0178, 1.0501, 0.9886, 1.0801, 1.0174, 0.9756, 1.0046, 0.9376, 0.9847, 1.0215, 1.0306, 0.9795, 1.1367, 0.9914, 0.9161, 1.0607, 1.0304, 1.0116, 0.9768, 1.0197, 1.081, 1.0101, 0.9265, 0.8273, 1.0192, 0.9507, 0.995, 0.9595, 0.956, 0.9617, 0.9663]
318;ceu_aberto;82,6;3,0686;[110.15, 59.36, 155.36, 1327.74, 1279.12, 136.88];[1.093, 3.056, 3.566, 3.262, 1.608, 2.751];[120.39, 181.4, 554.0, 4331.51, 2057.34, 376.59];[0.9597, 1.0425, 0.9021, 1.0146, 0.9944, 1.0425, 1.0208, 0.9668, 0.9645, 0.9739, 1.029, 0.8849, 1.0079, 0.9558, 1.0095, 1.0172, 0.9169, 0.9887, 1.0078, 1.0044, 0.9939, 0.939, 0.9466, 0.9311, 1.0277, 0.9942, 0.9974, 0.9147, 0.9983, 1.0317, 0.9079, 0.9732]
319;ceu_aberto;59,51;2,2106;[386.15, 17.48, 125.94, 578.5, 702.97, 399.59];[1.812, 2.215, 1.288, 3.86, 3.606, 1.197];[699.9, 38.72, 162.23, 2232.76, 2534.92, 478.23];[1.0145, 0.9404, 0.9591, 1.0462, 1.0938, 0.95, 0.9631, 0.978, 0.9726, 1.0967, 0.9735, 0.9806, 1.0808, 1.0288, 1.0493, 0.9547, 0.9735, 0.948, 1.0401, 1.0613, 0.97, 0.9818, 0.984, 0.9226, 0.9663, 1.0387, 0.9562, 1.0046, 0.9346, 0.9928, 0.9718, 0.9389]
320;nublado;76,21;2,8312;[762.32, 893.87, 157.35, 584.79, 72.97, 359.93];[2.839, 1.485, 1.23, 1.584, 2.262, 3.664];[2163.97, 1327.58, 193.47, 926.44, 165.03, 1318.61];[1.0825, 1.0106, 0.9612, 0.9457, 1.0509, 1.0064, 1.0338, 0.8671, 1.0122, 0.9744, 0.9303, 0.9969, 1.0546, 1.1133, 1.0121, 0.9645, 0.9615, 1.0482, 0.9502, 1.0311, 1.0147, 1.0092, 0.9216, 0.9822, 0.9271, 0.9706, 1.0459, 1.0616, 1.0107, 0.9715, 1.0794, 0.9708]
321;nublado;27,07;1,0057;[96.97, 186.63, 216.68, 285.18, 166.64, 53.61];[3.668, 3.433, 1.48, 3.48, 3.918, 2.912];[355.67, 640.77, 320.72, 992.3, 652.9, 156.09];[1.0373, 0.9236, 1.0645, 0.9422, 1.0381, 1.004, 0.9359, 1.0264, 0.9527, 1.0534, 0.9645, 0.9253, 1.0767, 1.0091, 1.0434, 0.9574, 0.9054, 1.0838, 0.9997, 1.0246, 1.0328, 0.9832, 1.0113, 1.0797, 0.9984, 1.0471, 0.9004, 1.0562, 0.9239, 1.0505, 1.0195, 0.9952]
322;ceu_aberto;79,63;2,9582;[884.96, 5.51, 669.8, 632.42, 462.83, 302.65];[3.392, 2.032, 1.69, 1.93, 2.319, 1.642];[3002.07, 11.19, 1131.98, 1220.76, 1073.29, 497.0];[1.0457, 1.0128, 0.9399, 1.1076, 1.0325, 1.0389, 1.0643, 0.918, 0.9544, 1.0412, 0.9595, 0.9862, 0.9961, 0.9361, 0.982, 1.0457, 1.0365, 1.0557, 1.0505, 1.0203, 1.0163, 1.0127, 0.9686, 0.9485, 0.9655, 0.9837, 0.9672, 1.0207, 1.0101, 1.0155, 1.0176, 1.0598]
323;parcialmente_nublado;48,71;1,8095;[341.01, 233.8, 428.54, 604.22, 64.82, 137.07];[2.895, 1.492, 1.16, 3.603, 2.607, 2.712];[987.37, 348.72, 497.12, 2177.17, 168.97, 371.77];[1.0789, 1.017, 1.0166, 0.9483, 1.0476, 0.9963, 1.0346, 1.0015, 1.014, 0.9956, 1.0112, 1.05, 0.9367, 0.9254, 1.0213, 1.072, 1.0846, 0.9388, 0.9799, 0.926, 0.9725, 1.0561, 0.9994, 0.9813, 1.0273, 0.9602, 1.0796, 1.0004, 0.9799, 1.0293, 1.047, 1.0798]
324;parcialmente_nublado;30,03;1,1156;[475.86, 214.05, 66.6, 56.85, 161.38, 140.87];[3.757, 3.299, 2.621, 3.783, 2.778, 3.549];[1787.71, 706.09, 174.55, 215.06, 448.34, 499.95];[1.0068, 0.965, 0.9527, 0.842, 1.0617, 0.9927, 0.98, 0.9024, 0.968, 0.9614, 0.9603, 1.0166, 1.0061, 0.9319, 0.9351, 0.935, 1.0905, 1.0746, 0.9574, 0.9012, 1.0064, 1.0023, 1.0158, 1.0371, 1.0226, 0.9442, 1.0147, 1.0427, 0.9638, 1.015, 0.9724, 1.0998]
325;parcialmente_nublado;67,78;2,518;[510.79, 293.98, 2.65, 1139.64, 255.63, 315.26];[3.53, 1.157, 3.783, 1.004, 3.818, 2.364];[1803.31, 340.06, 10.04, 1144.3, 975.87, 745.35];[1.015, 0.9656, 0.9927, 1.0465, 1.0342, 0.9724, 0.9691, 0.9142, 0.9785, 0.9132, 1.1034, 0.9572, 1.0554, 1.0909, 1.0108, 0.995, 0.9339, 0.9748, 1.0802, 1.0176, 1.0014, 1.0656, 1.0348, 0.9926, 1.0108, 0.9616, 0.9719, 0.9897, 1.0279, 0.9376, 1.0038, 0.9805]
326;ceu_aberto;71,16;2,6436;[13.85, 151.5, 524.02, 111.21, 851.35, 991.65];[3.447, 3.963, 2.592, 2.708, 3.509, 2.478];[47.73, 600.37, 1358.42, 301.12, 2986.95, 2457.71];[1.0856, 0.9304, 1.0612, 1.0385, 1.0594, 1.0407, 0.9886, 1.1016, 1.017, 0.9783, 1.0253, 1.0486, 1.0047, 1.0197, 1.0044, 0.967, 0.9589, 0.9299, 1.0759, 0.9888, 0.8286, 1.0198, 1.0188, 0.9067, 0.9584, 0.9562, 0.9629, 1.0606, 0.9926, 0.9786, 1.0561, 1.0248]
327;parcialmente_nublado;82,13;3,0512;[797.83, 66.53, 165.77, 242.56, 799.04, 979.49];[1.855, 3.059, 1.233, 2.229, 2.46, 3.297];[1479.73, 203.55, 204.47, 540.59, 1965.64, 3229.27];[0.9845, 1.0374, 1.1078, 1.0203, 0.9811, 1.0348, 0.9214, 1.0023, 1.0997, 1.0079, 1.0054, 1.001, 0.9802, 1.0157, 1.0388, 0.9834, 0.8755, 1.0233, 1.1067, 0.9812, 0.9264, 1.0339, 1.0872, 1.0265, 1.0862, 1.0397, 1.0353, 0.9741, 1.0143, 0.9985, 0.9968, 0.9873]
328;ceu_aberto;96,26;3,5759;[67.78, 1762.23, 11.59, 338.12, 680.7, 715.49];[3.204, 2.588, 2.953, 3.1, 2.484, 2.787];[217.17, 4560.75, 34.22, 1048.1, 1690.61, 1994.12];[0.9768, 1.043, 0.9874, 1.0006, 0.9507, 1.0303, 0.9264, 0.9952, 0.9992, 0.9782, 0.9121, 0.9118, 0.9627, 1.027, 1.0144, 0.9992, 0.9558, 1.0171, 0.91, 0.8802, 0.9878, 0.9727, 1.0507, 1.0079, 1.0825, 0.9726, 1.0243, 0.9874, 1.0691, 0.9898, 1.0427, 0.9461]
329;parcialmente_nublado;21,13;0,7848;[34.95, 143.34, 3.15, 160.42, 191.47, 251.52];[1.301, 1.543, 2.84, 2.975, 1.078, 2.621];[45.47, 221.18, 8.94, 477.18, 206.35, 659.26];[0.913, 0.9565, 1.0331, 0.9849, 1.0188, 0.8985, 1.0227, 1.0548, 0.9112, 1.0186, 1.0672, 1.084, 0.9748, 1.039, 1.0715, 1.0201, 1.0643, 0.9982, 1.0197, 0.9689, 0.9918, 1.0217, 0.9652, 0.9888, 1.038, 1.1026, 0.8975, 1.0988, 0.987, 1.0482, 1.0581, 1.0782]
330;nublado;67,0;2,489;[186.16, 1234.78, 299.85, 572.15, 168.32, 27.75];[1.521, 1.139, 2.406, 2.76, 1.134, 1.271];[283.17, 1405.91, 721.38, 1579.07, 190.88, 35.29];[1.0715, 0.9965, 0.9591, 1.0133, 1.0515, 0.9224, 1.0351, 0.9994, 1.0289, 1.0005, 0.9714, 0.9443, 1.0336, 1.0334, 1.0331, 1.0214, 1.0472, 1.0703, 0.9062, 0.8829, 1.0859, 0.9329, 0.9457, 0.9856, 0.9173, 0.9809, 0.9526, 0.9883, 1.014, 0.9828, 0.9803, 1.0129]
331;ceu_aberto;96,05;3,5681;[622.17, 80.83, 792.59, 91.16, 98.64, 1882.72];[1.868, 3.036, 2.527, 1.667, 2.553, 1.207];[1162.39, 245.39, 2002.7, 151.96, 251.88, 2272.4];[1.016, 0.8928, 1.0345, 0.9415, 0.9989, 0.967, 0.9724, 1.0847, 1.016, 1.0452, 1.0075, 1.031, 1.0209, 1.0127, 1.0554, 1.0078, 1.1143, 1.048, 0.943, 0.9912, 1.0199, 1.0022, 1.0343, 1.0399, 0.932, 1.0641, 0.9752, 0.9702, 0.97, 1.0404, 0.9866, 0.9668]
332;ceu_aberto;28,47;1,0575;[95.69, 100.59, 265.51, 111.59, 480.57, 3.57];[3.112, 1.079, 3.188, 2.158, 2.834, 1.929];[297.84, 108.58, 846.47, 240.77, 1361.91, 6.88];[1.0248, 0.9622, 0.9896, 0.9433, 0.9454, 0.9204, 1.0384, 1.0603, 0.8919, 1.0919, 0.9994, 1.0145, 0.9264, 1.066, 1.01, 1.0569, 1.061, 1.0667, 0.9676, 0.9896, 0.9694, 1.0448, 1.0166, 1.0535, 1.0556, 0.9136, 1.0675, 1.0475, 0.9815, 1.0175, 0.9938, 1.0308]
333;nublado;49,07;1,8231;[75.74, 239.64, 271.98, 256.58, 651.29, 327.88];[3.665, 2.543, 1.674, 1.388, 3.605, 1.169];[277.6, 609.3, 455.33, 356.26, 2347.94, 383.14];[1.0527, 0.8768, 1.0006, 0.98, 1.068, 0.9736, 1.0258, 1.0461, 0.9254, 0.993, 0.9784, 1.0473, 1.0338, 0.9883, 0.9476, 1.0519, 0.9966, 0.9191, 0.9234, 1.0219, 0.9362, 1.093, 0.9531, 1.0, 1.008, 0.9635, 0.888, 1.0095, 0.9623, 1.0058, 0.9939, 1.0132]
334;ceu_aberto;96,69;3,592;[1263.59, 326.11, 117.03, 683.23, 784.9, 417.13];[3.075, 3.24, 3.349, 2.507, 3.375, 1.076];[3885.46, 1056.62, 391.96, 1712.79, 2648.98, 449.01];[0.9448, 1.0376, 0.9778, 0.9876, 1.0363, 0.9928, 0.9783, 0.9752, 0.9007, 1.0382, 0.9497, 1.0929, 0.9856, 1.0655, 0.9095, 1.0366, 1.0494, 1.0652, 0.9236, 0.9649, 1.0288, 1.0074, 1.0147, 0.982, 1.0775, 1.1304, 1.0052, 1.0227, 1.0028, 1.0642, 1.0415, 0.9467]
335;parcialmente_nublado;46,87;1,7412;[370.27, 82.95, 17.54, 43.13, 642.25, 585.07];[1.674, 2.661, 1.412, 3.024, 1.556, 1.149];[620.0, 220.68, 24.77, 130.44, 999.29, 672.47];[0.9739, 1.0486, 1.0383, 1.0547, 0.9988, 1.0442, 0.9707, 0.9871, 0.9837, 1.0012, 0.9357, 0.9887, 1.0726, 0.9454, 0.9335, 0.9376, 1.1331, 1.0232, 0.9865, 1.0034, 1.0114, 0.968, 0.9741, 0.9921, 0.9638, 0.9802, 1.0177, 0.9501, 1.1305, 1.0377, 0.9365, 0.8761]
336;parcialmente_nublado;65,58;2,4363;[106.17, 778.4, 138.01, 763.8, 348.55, 301.43];[2.475, 2.33, 2.58, 1.881, 3.714, 3.383];[262.74, 1813.77, 356.01, 1436.63, 1294.33, 1019.73];[0.985, 1.0678, 1.0104, 0.9757, 1.0469, 0.9841, 0.9751, 1.0197, 1.0806, 1.0427, 1.0283, 1.1375, 0.9634, 0.9623, 1.0073, 1.0758, 0.9529, 1.0877, 0.928, 0.9939, 1.0087, 0.9559, 0.9689, 1.0398, 1.0721, 0.8943, 1.009, 0.9943, 1.0054, 0.9842, 0.9355, 1.0771]
337;parcialmente_nublado;87,29;3,2427;[715.15, 652.55, 354.33, 625.53, 815.32, 79.87];[1.772, 1.582, 3.524, 3.04, 2.352, 3.478];[1267.24, 1032.49, 1248.53, 1901.61, 1917.92, 277.78];[1.0232, 1.0121, 1.0009, 0.9592, 0.9528, 1.0333, 0.9584, 0.9112, 0.9984, 1.0728, 0.8603, 0.9856, 1.0338, 0.9088, 0.9893, 0.943, 0.9496, 0.9799, 0.9438, 0.9397, 0.997, 1.1114, 1.0379, 1.0505, 1.0399, 0.9651, 1.0155, 1.0549, 1.0414, 1.0097, 1.026, 1.1231]
338;ceu_aberto;22,4;0,8321;[71.89, 54.71, 56.69, 165.51, 416.52, 66.81];[3.805, 3.563, 3.915, 1.128, 3.554, 3.411];[273.57, 194.91, 221.94, 186.61, 1480.4, 227.9];[1.0032, 1.0463, 1.0015, 0.9795, 0.9537, 0.9226, 1.073, 0.965, 0.9537, 0.9791, 0.9861, 1.0819, 0.9836, 1.1317, 1.0032, 1.1029, 1.0447, 1.0181, 1.0789, 1.0561, 1.0317, 1.1159, 0.9751, 0.9503, 0.9662, 1.0876, 1.0725, 0.9737, 0.8823, 0.9897, 0.9493, 0.9753]
339;ceu_aberto;98,04;3,6423;[2.49, 269.96, 1954.08, 268.54, 186.95, 960.23];[3.236, 2.417, 3.841, 1.608, 3.74, 3.267];[8.07, 652.37, 7505.14, 431.84, 699.23, 3136.63];[1.0584, 0.9749, 0.9983, 1.0408, 1.0619, 0.8817, 0.9632, 0.9501, 0.9938, 0.9539, 1.0332, 1.0086, 1.0445, 1.0477, 1.034, 0.9832, 1.0052, 0.977, 0.9318, 1.0477, 0.9958, 0.9249, 1.0268, 0.9888, 0.897, 0.9313, 0.965, 1.0105, 1.0394, 1.0377, 1.0301, 0.9983]
